fecha,sku,demanda_unidades,precio_clp,insumo_critico,promocion,indice_estres_insumos,lead_time_dias,inventario_unidades,quiebre_stock,dia_semana,mes,año,procedencia_primaria,precio_unitario_primario_clp,procedencia_secundaria,precio_unitario_secundario_clp
2024-11-17,NotBurger,806,1470,proteina de arveja,0,0.492,32,146516,0,6,11,2024,Canada,1639,Estados Unidos,2553
2024-11-18,NotBurger,604,1470,proteina de arveja,0,0.566,33,161210,0,0,11,2024,Canada,1639,Estados Unidos,2553
2024-11-19,NotBurger,577,1470,proteina de arveja,0,0.439,35,160606,0,1,11,2024,Canada,1639,Estados Unidos,2553
2024-11-20,NotBurger,865,1470,proteina de arveja,1,0.388,35,160029,0,2,11,2024,Canada,1639,Estados Unidos,2553
2024-11-21,NotBurger,814,1470,proteina de arveja,0,0.505,39,159164,0,3,11,2024,Canada,1639,Estados Unidos,2553
2024-11-22,NotBurger,1000,1470,proteina de arveja,0,0.475,36,189350,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-23,NotBurger,956,1470,proteina de arveja,0,0.442,35,203850,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-11-24,NotBurger,875,1470,proteina de arveja,0,0.507,34,218394,0,6,11,2024,Canada,1639,Estados Unidos,2553
2024-11-25,NotBurger,589,1470,proteina de arveja,0,0.513,39,233019,0,0,11,2024,Canada,1639,Estados Unidos,2553
2024-11-26,NotBurger,610,1470,proteina de arveja,0,0.357,36,263430,0,1,11,2024,Canada,1639,Estados Unidos,2553
2024-11-27,NotBurger,716,1470,proteina de arveja,0,0.431,33,278320,0,2,11,2024,Canada,1639,Estados Unidos,2553
2024-11-28,NotBurger,868,1470,proteina de arveja,0,0.576,37,293104,0,3,11,2024,Canada,1639,Estados Unidos,2553
2024-11-29,NotBurger,1013,1470,proteina de arveja,0,0.485,36,292236,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-30,NotBurger,890,1470,proteina de arveja,0,0.486,35,322223,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-12-01,NotBurger,898,1470,proteina de arveja,0,0.507,38,321333,0,6,12,2024,Canada,1639,Estados Unidos,2553
2024-12-02,NotBurger,738,1470,proteina de arveja,0,0.444,37,335935,0,0,12,2024,Canada,1639,Estados Unidos,2553
2024-12-03,NotBurger,664,1470,proteina de arveja,0,0.479,35,350697,0,1,12,2024,Canada,1639,Estados Unidos,2553
2024-12-04,NotBurger,797,1470,proteina de arveja,0,0.47,35,365533,0,2,12,2024,Canada,1639,Estados Unidos,2553
2024-12-05,NotBurger,939,1470,proteina de arveja,0,0.457,38,380236,0,3,12,2024,Canada,1639,Estados Unidos,2553
2024-12-06,NotBurger,1106,1470,proteina de arveja,0,0.409,37,394797,0,4,12,2024,Canada,1639,Estados Unidos,2553
2024-12-07,NotBurger,1069,1470,proteina de arveja,0,0.428,35,440191,0,5,12,2024,Canada,1639,Estados Unidos,2553
2024-12-08,NotBurger,954,1470,proteina de arveja,0,0.385,31,439122,0,6,12,2024,Canada,1639,Estados Unidos,2553
2024-12-09,NotBurger,636,1470,proteina de arveja,0,0.41,36,438168,0,0,12,2024,Canada,1639,Estados Unidos,2553
2024-12-10,NotBurger,614,1470,proteina de arveja,0,0.346,36,453032,0,1,12,2024,Canada,1639,Estados Unidos,2553
2024-12-11,NotBurger,858,1470,proteina de arveja,0,0.359,29,452418,0,2,12,2024,Canada,1639,Estados Unidos,2553
2024-12-12,NotBurger,768,1470,proteina de arveja,0,0.379,35,482560,0,3,12,2024,Canada,1639,Estados Unidos,2553
2024-12-13,NotBurger,1090,1470,proteina de arveja,0,0.34,33,481792,0,4,12,2024,Canada,1639,Estados Unidos,2553
2024-12-14,NotBurger,1588,1470,proteina de arveja,1,0.357,34,496202,0,5,12,2024,Canada,1639,Estados Unidos,2553
2024-12-15,NotBurger,929,1470,proteina de arveja,0,0.368,33,494614,0,6,12,2024,Canada,1639,Estados Unidos,2553
2024-12-16,NotBurger,728,1470,proteina de arveja,0,0.391,34,493685,0,0,12,2024,Canada,1639,Estados Unidos,2553
2024-12-17,NotBurger,691,1470,proteina de arveja,0,0.412,38,492957,0,1,12,2024,Canada,1639,Estados Unidos,2553
2024-12-18,NotBurger,765,1470,proteina de arveja,0,0.336,33,492266,0,2,12,2024,Canada,1639,Estados Unidos,2553
2024-12-19,NotBurger,990,1470,proteina de arveja,0,0.42,37,491501,0,3,12,2024,Canada,1639,Estados Unidos,2553
2024-12-20,NotBurger,1077,1470,proteina de arveja,0,0.394,33,490511,0,4,12,2024,Canada,1639,Estados Unidos,2553
2024-12-21,NotBurger,1228,1470,proteina de arveja,0,0.366,36,489434,0,5,12,2024,Canada,1639,Estados Unidos,2553
2024-12-22,NotBurger,1076,1470,proteina de arveja,0,0.343,34,488206,0,6,12,2024,Canada,1639,Estados Unidos,2553
2024-12-23,NotBurger,768,1470,proteina de arveja,0,0.345,35,487130,0,0,12,2024,Canada,1639,Estados Unidos,2553
2024-12-24,NotBurger,627,1470,proteina de arveja,0,0.382,35,486362,0,1,12,2024,Canada,1639,Estados Unidos,2553
2024-12-25,NotBurger,778,1470,proteina de arveja,0,0.378,36,485735,0,2,12,2024,Canada,1639,Estados Unidos,2553
2024-12-26,NotBurger,1003,1470,proteina de arveja,0,0.378,29,484957,0,3,12,2024,Canada,1639,Estados Unidos,2553
2024-12-27,NotBurger,1689,1470,proteina de arveja,1,0.307,31,483954,0,4,12,2024,Canada,1639,Estados Unidos,2553
2024-12-28,NotBurger,1068,1470,proteina de arveja,0,0.327,35,482265,0,5,12,2024,Canada,1639,Estados Unidos,2553
2024-12-29,NotBurger,933,1470,proteina de arveja,0,0.36,30,481197,0,6,12,2024,Canada,1639,Estados Unidos,2553
2024-12-30,NotBurger,831,1470,proteina de arveja,0,0.256,32,480264,0,0,12,2024,Canada,1639,Estados Unidos,2553
2024-12-31,NotBurger,1043,1470,proteina de arveja,1,0.265,33,479433,0,1,12,2024,Canada,1639,Estados Unidos,2553
2025-01-01,NotBurger,793,1536,proteina de arveja,0,0.276,32,478390,0,2,1,2025,Canada,1639,Estados Unidos,2553
2025-01-02,NotBurger,935,1536,proteina de arveja,0,0.315,32,477597,0,3,1,2025,Canada,1639,Estados Unidos,2553
2025-01-03,NotBurger,1916,1536,proteina de arveja,1,0.31,34,476662,0,4,1,2025,Canada,1639,Estados Unidos,2553
2025-01-04,NotBurger,1269,1536,proteina de arveja,0,0.247,35,474746,0,5,1,2025,Canada,1639,Estados Unidos,2553
2025-01-05,NotBurger,999,1536,proteina de arveja,0,0.177,30,473477,0,6,1,2025,Canada,1639,Estados Unidos,2553
2025-01-06,NotBurger,877,1536,proteina de arveja,0,0.26,32,472478,0,0,1,2025,Canada,1639,Estados Unidos,2553
2025-01-07,NotBurger,737,1536,proteina de arveja,0,0.196,31,471601,0,1,1,2025,Canada,1639,Estados Unidos,2553
2025-01-08,NotBurger,915,1536,proteina de arveja,0,0.162,27,470864,0,2,1,2025,Canada,1639,Estados Unidos,2553
2025-01-09,NotBurger,1514,1536,proteina de arveja,1,0.168,32,469949,0,3,1,2025,Canada,1639,Estados Unidos,2553
2025-01-10,NotBurger,1245,1536,proteina de arveja,0,0.243,35,468435,0,4,1,2025,Canada,1639,Estados Unidos,2553
2025-01-11,NotBurger,1212,1536,proteina de arveja,0,0.29,36,467190,0,5,1,2025,Canada,1639,Estados Unidos,2553
2025-01-12,NotBurger,924,1536,proteina de arveja,0,0.219,31,465978,0,6,1,2025,Canada,1639,Estados Unidos,2553
2025-01-13,NotBurger,969,1536,proteina de arveja,0,0.223,30,465054,0,0,1,2025,Canada,1639,Estados Unidos,2553
2025-01-14,NotBurger,705,1536,proteina de arveja,0,0.267,33,464085,0,1,1,2025,Canada,1639,Estados Unidos,2553
2025-01-15,NotBurger,780,1536,proteina de arveja,0,0.126,33,463380,0,2,1,2025,Canada,1639,Estados Unidos,2553
2025-01-16,NotBurger,1078,1536,proteina de arveja,0,0.225,33,462600,0,3,1,2025,Canada,1639,Estados Unidos,2553
2025-01-17,NotBurger,1166,1536,proteina de arveja,0,0.194,33,461522,0,4,1,2025,Canada,1639,Estados Unidos,2553
2025-01-18,NotBurger,1244,1536,proteina de arveja,0,0.219,35,460356,0,5,1,2025,Canada,1639,Estados Unidos,2553
2025-01-19,NotBurger,1126,1536,proteina de arveja,0,0.163,30,459112,0,6,1,2025,Canada,1639,Estados Unidos,2553
2025-01-20,NotBurger,925,1536,proteina de arveja,0,0.143,31,457986,0,0,1,2025,Canada,1639,Estados Unidos,2553
2025-01-21,NotBurger,828,1536,proteina de arveja,0,0.187,36,457061,0,1,1,2025,Canada,1639,Estados Unidos,2553
2025-01-22,NotBurger,871,1536,proteina de arveja,0,0.259,33,456233,0,2,1,2025,Canada,1639,Estados Unidos,2553
2025-01-23,NotBurger,1123,1536,proteina de arveja,0,0.217,30,455362,0,3,1,2025,Canada,1639,Estados Unidos,2553
2025-01-24,NotBurger,1328,1536,proteina de arveja,0,0.145,30,454239,0,4,1,2025,Canada,1639,Estados Unidos,2553
2025-01-25,NotBurger,1093,1536,proteina de arveja,0,0.101,29,452911,0,5,1,2025,Canada,1639,Estados Unidos,2553
2025-01-26,NotBurger,1136,1536,proteina de arveja,0,0.081,32,451818,0,6,1,2025,Canada,1639,Estados Unidos,2553
2025-01-27,NotBurger,770,1536,proteina de arveja,0,0.229,31,450682,0,0,1,2025,Canada,1639,Estados Unidos,2553
2025-01-28,NotBurger,919,1536,proteina de arveja,0,0.113,32,449912,0,1,1,2025,Canada,1639,Estados Unidos,2553
2025-01-29,NotBurger,878,1536,proteina de arveja,0,0.143,30,448993,0,2,1,2025,Canada,1639,Estados Unidos,2553
2025-01-30,NotBurger,1119,1536,proteina de arveja,0,0.223,28,448115,0,3,1,2025,Canada,1639,Estados Unidos,2553
2025-01-31,NotBurger,1226,1536,proteina de arveja,0,0.075,32,446996,0,4,1,2025,Canada,1639,Estados Unidos,2553
2025-02-01,NotBurger,1226,1536,proteina de arveja,0,0.229,33,445770,0,5,2,2025,Canada,1639,Estados Unidos,2553
2025-02-02,NotBurger,1303,1536,proteina de arveja,0,0.14,33,444544,0,6,2,2025,Canada,1639,Estados Unidos,2553
2025-02-03,NotBurger,950,1536,proteina de arveja,0,0.094,30,443241,0,0,2,2025,Canada,1639,Estados Unidos,2553
2025-02-04,NotBurger,702,1536,proteina de arveja,0,0.139,30,442291,0,1,2,2025,Canada,1639,Estados Unidos,2553
2025-02-05,NotBurger,1030,1536,proteina de arveja,0,0.114,32,441589,0,2,2,2025,Canada,1639,Estados Unidos,2553
2025-02-06,NotBurger,1260,1536,proteina de arveja,0,0.172,35,440559,0,3,2,2025,Canada,1639,Estados Unidos,2553
2025-02-07,NotBurger,1560,1536,proteina de arveja,1,0.118,31,439299,0,4,2,2025,Canada,1639,Estados Unidos,2553
2025-02-08,NotBurger,1338,1536,proteina de arveja,0,0.054,32,437739,0,5,2,2025,Canada,1639,Estados Unidos,2553
2025-02-09,NotBurger,1113,1536,proteina de arveja,0,0.139,31,436401,0,6,2,2025,Canada,1639,Estados Unidos,2553
2025-02-10,NotBurger,1034,1536,proteina de arveja,0,0.083,28,435288,0,0,2,2025,Canada,1639,Estados Unidos,2553
2025-02-11,NotBurger,758,1536,proteina de arveja,0,0.162,34,434254,0,1,2,2025,Canada,1639,Estados Unidos,2553
2025-02-12,NotBurger,939,1536,proteina de arveja,0,0.093,33,433496,0,2,2,2025,Canada,1639,Estados Unidos,2553
2025-02-13,NotBurger,1121,1536,proteina de arveja,0,0.129,33,432557,0,3,2,2025,Canada,1639,Estados Unidos,2553
2025-02-14,NotBurger,1181,1536,proteina de arveja,0,0.164,32,431436,0,4,2,2025,Canada,1639,Estados Unidos,2553
2025-02-15,NotBurger,1547,1536,proteina de arveja,0,0.145,33,430255,0,5,2,2025,Canada,1639,Estados Unidos,2553
2025-02-16,NotBurger,1017,1536,proteina de arveja,0,0.17,34,428708,0,6,2,2025,Canada,1639,Estados Unidos,2553
2025-02-17,NotBurger,915,1536,proteina de arveja,0,0.194,36,427691,0,0,2,2025,Canada,1639,Estados Unidos,2553
2025-02-18,NotBurger,701,1536,proteina de arveja,0,0.104,33,426776,0,1,2,2025,Canada,1639,Estados Unidos,2553
2025-02-19,NotBurger,1241,1536,proteina de arveja,1,0.161,32,426075,0,2,2,2025,Canada,1639,Estados Unidos,2553
2025-02-20,NotBurger,1207,1536,proteina de arveja,0,0.0,27,424834,0,3,2,2025,Canada,1639,Estados Unidos,2553
2025-02-21,NotBurger,1252,1536,proteina de arveja,0,0.181,32,423627,0,4,2,2025,Canada,1639,Estados Unidos,2553
2025-02-22,NotBurger,1385,1536,proteina de arveja,0,0.157,32,422375,0,5,2,2025,Canada,1639,Estados Unidos,2553
2025-02-23,NotBurger,1104,1536,proteina de arveja,0,0.126,33,420990,0,6,2,2025,Canada,1639,Estados Unidos,2553
2025-02-24,NotBurger,987,1536,proteina de arveja,0,0.194,35,419886,0,0,2,2025,Canada,1639,Estados Unidos,2553
2025-02-25,NotBurger,907,1536,proteina de arveja,0,0.24,33,418899,0,1,2,2025,Canada,1639,Estados Unidos,2553
2025-02-26,NotBurger,893,1536,proteina de arveja,0,0.161,36,417992,0,2,2,2025,Canada,1639,Estados Unidos,2553
2025-02-27,NotBurger,1178,1536,proteina de arveja,0,0.141,28,417099,0,3,2,2025,Canada,1639,Estados Unidos,2553
2025-02-28,NotBurger,1781,1536,proteina de arveja,1,0.201,33,415921,0,4,2,2025,Canada,1639,Estados Unidos,2553
2025-03-01,NotBurger,1391,1536,proteina de arveja,0,0.13,30,414140,0,5,3,2025,Canada,1639,Estados Unidos,2553
2025-03-02,NotBurger,1583,1536,proteina de arveja,1,0.168,28,412749,0,6,3,2025,Canada,1639,Estados Unidos,2553
2025-03-03,NotBurger,918,1536,proteina de arveja,0,0.266,33,411166,0,0,3,2025,Canada,1639,Estados Unidos,2553
2025-03-04,NotBurger,1118,1536,proteina de arveja,1,0.213,30,410248,0,1,3,2025,Canada,1639,Estados Unidos,2553
2025-03-05,NotBurger,945,1536,proteina de arveja,0,0.12,31,409130,0,2,3,2025,Canada,1639,Estados Unidos,2553
2025-03-06,NotBurger,1291,1536,proteina de arveja,0,0.129,32,408185,0,3,3,2025,Canada,1639,Estados Unidos,2553
2025-03-07,NotBurger,1411,1536,proteina de arveja,0,0.232,35,406894,0,4,3,2025,Canada,1639,Estados Unidos,2553
2025-03-08,NotBurger,1397,1536,proteina de arveja,0,0.272,30,405483,0,5,3,2025,Canada,1639,Estados Unidos,2553
2025-03-09,NotBurger,1192,1536,proteina de arveja,0,0.153,34,404086,0,6,3,2025,Canada,1639,Estados Unidos,2553
2025-03-10,NotBurger,890,1536,proteina de arveja,0,0.261,33,402894,0,0,3,2025,Canada,1639,Estados Unidos,2553
2025-03-11,NotBurger,836,1536,proteina de arveja,0,0.311,36,402004,0,1,3,2025,Canada,1639,Estados Unidos,2553
2025-03-12,NotBurger,852,1536,proteina de arveja,0,0.344,33,401168,0,2,3,2025,Canada,1639,Estados Unidos,2553
2025-03-13,NotBurger,1283,1536,proteina de arveja,0,0.272,31,400316,0,3,3,2025,Canada,1639,Estados Unidos,2553
2025-03-14,NotBurger,1039,1536,proteina de arveja,0,0.286,31,399033,0,4,3,2025,Canada,1639,Estados Unidos,2553
2025-03-15,NotBurger,1307,1536,proteina de arveja,0,0.16,29,397994,0,5,3,2025,Canada,1639,Estados Unidos,2553
2025-03-16,NotBurger,1223,1536,proteina de arveja,0,0.377,35,396687,0,6,3,2025,Canada,1639,Estados Unidos,2553
2025-03-17,NotBurger,798,1536,proteina de arveja,0,0.249,36,395464,0,0,3,2025,Canada,1639,Estados Unidos,2553
2025-03-18,NotBurger,1164,1536,proteina de arveja,1,0.237,32,394666,0,1,3,2025,Canada,1639,Estados Unidos,2553
2025-03-19,NotBurger,876,1536,proteina de arveja,0,0.277,35,393502,0,2,3,2025,Canada,1639,Estados Unidos,2553
2025-03-20,NotBurger,1123,1536,proteina de arveja,0,0.371,31,392626,0,3,3,2025,Canada,1639,Estados Unidos,2553
2025-03-21,NotBurger,1426,1536,proteina de arveja,0,0.412,35,391503,0,4,3,2025,Canada,1639,Estados Unidos,2553
2025-03-22,NotBurger,1326,1536,proteina de arveja,0,0.314,35,390077,0,5,3,2025,Canada,1639,Estados Unidos,2553
2025-03-23,NotBurger,930,1536,proteina de arveja,0,0.363,31,388751,0,6,3,2025,Canada,1639,Estados Unidos,2553
2025-03-24,NotBurger,818,1536,proteina de arveja,0,0.321,33,387821,0,0,3,2025,Canada,1639,Estados Unidos,2553
2025-03-25,NotBurger,865,1536,proteina de arveja,0,0.273,35,387003,0,1,3,2025,Canada,1639,Estados Unidos,2553
2025-03-26,NotBurger,950,1536,proteina de arveja,0,0.405,29,386138,0,2,3,2025,Canada,1639,Estados Unidos,2553
2025-03-27,NotBurger,1304,1536,proteina de arveja,0,0.306,36,385188,0,3,3,2025,Canada,1639,Estados Unidos,2553
2025-03-28,NotBurger,1487,1536,proteina de arveja,0,0.42,36,383884,0,4,3,2025,Canada,1639,Estados Unidos,2553
2025-03-29,NotBurger,1255,1536,proteina de arveja,0,0.414,36,382397,0,5,3,2025,Canada,1639,Estados Unidos,2553
2025-03-30,NotBurger,1318,1536,proteina de arveja,0,0.386,34,381142,0,6,3,2025,Canada,1639,Estados Unidos,2553
2025-03-31,NotBurger,878,1536,proteina de arveja,0,0.453,32,379824,0,0,3,2025,Canada,1639,Estados Unidos,2553
2025-04-01,NotBurger,731,1536,proteina de arveja,0,0.479,37,378946,0,1,4,2025,Canada,1639,Estados Unidos,2553
2025-04-02,NotBurger,859,1536,proteina de arveja,0,0.364,34,378215,0,2,4,2025,Canada,1639,Estados Unidos,2553
2025-04-03,NotBurger,925,1536,proteina de arveja,0,0.338,34,377356,0,3,4,2025,Canada,1639,Estados Unidos,2553
2025-04-04,NotBurger,1458,1536,proteina de arveja,0,0.291,36,376431,0,4,4,2025,Canada,1639,Estados Unidos,2553
2025-04-05,NotBurger,1434,1536,proteina de arveja,0,0.502,38,374973,0,5,4,2025,Canada,1639,Estados Unidos,2553
2025-04-06,NotBurger,993,1536,proteina de arveja,0,0.373,38,373539,0,6,4,2025,Canada,1639,Estados Unidos,2553
2025-04-07,NotBurger,847,1536,proteina de arveja,0,0.458,36,372546,0,0,4,2025,Canada,1639,Estados Unidos,2553
2025-04-08,NotBurger,785,1536,proteina de arveja,0,0.369,33,371699,0,1,4,2025,Canada,1639,Estados Unidos,2553
2025-04-09,NotBurger,822,1536,proteina de arveja,0,0.489,35,370914,0,2,4,2025,Canada,1639,Estados Unidos,2553
2025-04-10,NotBurger,954,1536,proteina de arveja,0,0.382,35,370092,0,3,4,2025,Canada,1639,Estados Unidos,2553
2025-04-11,NotBurger,1248,1536,proteina de arveja,0,0.362,36,369138,0,4,4,2025,Canada,1639,Estados Unidos,2553
2025-04-12,NotBurger,1217,1536,proteina de arveja,0,0.416,32,367890,0,5,4,2025,Canada,1639,Estados Unidos,2553
2025-04-13,NotBurger,1029,1536,proteina de arveja,0,0.405,35,366673,0,6,4,2025,Canada,1639,Estados Unidos,2553
2025-04-14,NotBurger,862,1536,proteina de arveja,0,0.466,39,365644,0,0,4,2025,Canada,1639,Estados Unidos,2553
2025-04-15,NotBurger,852,1536,proteina de arveja,0,0.438,35,364782,0,1,4,2025,Canada,1639,Estados Unidos,2553
2025-04-16,NotBurger,852,1536,proteina de arveja,0,0.477,38,363930,0,2,4,2025,Canada,1639,Estados Unidos,2553
2025-04-17,NotBurger,1102,1536,proteina de arveja,0,0.435,36,363078,0,3,4,2025,Canada,1639,Estados Unidos,2553
2025-04-18,NotBurger,1316,1536,proteina de arveja,0,0.421,37,361976,0,4,4,2025,Canada,1639,Estados Unidos,2553
2025-04-19,NotBurger,1635,1536,proteina de arveja,1,0.429,34,360660,0,5,4,2025,Canada,1639,Estados Unidos,2553
2025-04-20,NotBurger,988,1536,proteina de arveja,0,0.564,35,359025,0,6,4,2025,Canada,1639,Estados Unidos,2553
2025-04-21,NotBurger,835,1536,proteina de arveja,0,0.477,36,358037,0,0,4,2025,Canada,1639,Estados Unidos,2553
2025-04-22,NotBurger,780,1536,proteina de arveja,0,0.37,31,357202,0,1,4,2025,Canada,1639,Estados Unidos,2553
2025-04-23,NotBurger,776,1536,proteina de arveja,0,0.446,35,356422,0,2,4,2025,Canada,1639,Estados Unidos,2553
2025-04-24,NotBurger,1170,1536,proteina de arveja,0,0.48,36,355646,0,3,4,2025,Canada,1639,Estados Unidos,2553
2025-04-25,NotBurger,1355,1536,proteina de arveja,0,0.571,40,354476,0,4,4,2025,Canada,1639,Estados Unidos,2553
2025-04-26,NotBurger,1125,1536,proteina de arveja,0,0.533,37,353121,0,5,4,2025,Canada,1639,Estados Unidos,2553
2025-04-27,NotBurger,1030,1536,proteina de arveja,0,0.438,37,351996,0,6,4,2025,Canada,1639,Estados Unidos,2553
2025-04-28,NotBurger,850,1536,proteina de arveja,0,0.607,40,350966,0,0,4,2025,Canada,1639,Estados Unidos,2553
2025-04-29,NotBurger,697,1536,proteina de arveja,0,0.487,34,350116,0,1,4,2025,Canada,1639,Estados Unidos,2553
2025-04-30,NotBurger,864,1536,proteina de arveja,0,0.553,36,349419,0,2,4,2025,Canada,1639,Estados Unidos,2553
2025-05-01,NotBurger,1049,1536,proteina de arveja,0,0.435,40,348555,0,3,5,2025,Canada,1639,Estados Unidos,2553
2025-05-02,NotBurger,1045,1536,proteina de arveja,0,0.374,34,347506,0,4,5,2025,Canada,1639,Estados Unidos,2553
2025-05-03,NotBurger,1206,1536,proteina de arveja,0,0.425,37,346461,0,5,5,2025,Canada,1639,Estados Unidos,2553
2025-05-04,NotBurger,901,1536,proteina de arveja,0,0.334,36,345255,0,6,5,2025,Canada,1639,Estados Unidos,2553
2025-05-05,NotBurger,846,1536,proteina de arveja,0,0.603,34,344354,0,0,5,2025,Canada,1639,Estados Unidos,2553
2025-05-06,NotBurger,671,1536,proteina de arveja,0,0.509,37,343508,0,1,5,2025,Canada,1639,Estados Unidos,2553
2025-05-07,NotBurger,799,1536,proteina de arveja,0,0.453,36,342837,0,2,5,2025,Canada,1639,Estados Unidos,2553
2025-05-08,NotBurger,1345,1536,proteina de arveja,1,0.522,37,342038,0,3,5,2025,Canada,1639,Estados Unidos,2553
2025-05-09,NotBurger,1196,1536,proteina de arveja,0,0.509,35,340693,0,4,5,2025,Canada,1639,Estados Unidos,2553
2025-05-10,NotBurger,1033,1536,proteina de arveja,0,0.531,34,339497,0,5,5,2025,Canada,1639,Estados Unidos,2553
2025-05-11,NotBurger,881,1536,proteina de arveja,0,0.56,36,338464,0,6,5,2025,Canada,1639,Estados Unidos,2553
2025-05-12,NotBurger,727,1536,proteina de arveja,0,0.485,36,337583,0,0,5,2025,Canada,1639,Estados Unidos,2553
2025-05-13,NotBurger,710,1536,proteina de arveja,0,0.455,38,336856,0,1,5,2025,Canada,1639,Estados Unidos,2553
2025-05-14,NotBurger,808,1536,proteina de arveja,0,0.539,40,336146,0,2,5,2025,Canada,1639,Estados Unidos,2553
2025-05-15,NotBurger,911,1536,proteina de arveja,0,0.537,39,335338,0,3,5,2025,Canada,1639,Estados Unidos,2553
2025-05-16,NotBurger,1012,1536,proteina de arveja,0,0.501,38,334427,0,4,5,2025,Canada,1639,Estados Unidos,2553
2025-05-17,NotBurger,1120,1536,proteina de arveja,0,0.603,35,333415,0,5,5,2025,Canada,1639,Estados Unidos,2553
2025-05-18,NotBurger,916,1536,proteina de arveja,0,0.471,35,332295,0,6,5,2025,Canada,1639,Estados Unidos,2553
2025-05-19,NotBurger,868,1536,proteina de arveja,0,0.446,36,331379,0,0,5,2025,Canada,1639,Estados Unidos,2553
2025-05-20,NotBurger,669,1536,proteina de arveja,0,0.51,35,330511,0,1,5,2025,Canada,1639,Estados Unidos,2553
2025-05-21,NotBurger,870,1536,proteina de arveja,0,0.453,37,329842,0,2,5,2025,Canada,1639,Estados Unidos,2553
2025-05-22,NotBurger,857,1536,proteina de arveja,0,0.509,38,328972,0,3,5,2025,Canada,1639,Estados Unidos,2553
2025-05-23,NotBurger,944,1536,proteina de arveja,0,0.44,36,328115,0,4,5,2025,Canada,1639,Estados Unidos,2553
2025-05-24,NotBurger,965,1536,proteina de arveja,0,0.459,38,327171,0,5,5,2025,Canada,1639,Estados Unidos,2553
2025-05-25,NotBurger,984,1536,proteina de arveja,0,0.571,35,326206,0,6,5,2025,Canada,1639,Estados Unidos,2553
2025-05-26,NotBurger,816,1536,proteina de arveja,0,0.453,37,325222,0,0,5,2025,Canada,1639,Estados Unidos,2553
2025-05-27,NotBurger,604,1536,proteina de arveja,0,0.43,34,324406,0,1,5,2025,Canada,1639,Estados Unidos,2553
2025-05-28,NotBurger,907,1536,proteina de arveja,1,0.525,34,323802,0,2,5,2025,Canada,1639,Estados Unidos,2553
2025-05-29,NotBurger,1080,1536,proteina de arveja,1,0.41,36,322895,0,3,5,2025,Canada,1639,Estados Unidos,2553
2025-05-30,NotBurger,892,1536,proteina de arveja,0,0.424,38,321815,0,4,5,2025,Canada,1639,Estados Unidos,2553
2025-05-31,NotBurger,1082,1536,proteina de arveja,0,0.484,37,320923,0,5,5,2025,Canada,1639,Estados Unidos,2553
2025-06-01,NotBurger,883,1536,proteina de arveja,0,0.498,36,319841,0,6,6,2025,Canada,1639,Estados Unidos,2553
2025-06-02,NotBurger,692,1536,proteina de arveja,0,0.507,37,318958,0,0,6,2025,Canada,1639,Estados Unidos,2553
2025-06-03,NotBurger,553,1536,proteina de arveja,0,0.405,35,318266,0,1,6,2025,Canada,1639,Estados Unidos,2553
2025-06-04,NotBurger,802,1536,proteina de arveja,0,0.467,33,317713,0,2,6,2025,Canada,1639,Estados Unidos,2553
2025-06-05,NotBurger,846,1536,proteina de arveja,0,0.409,32,316911,0,3,6,2025,Canada,1639,Estados Unidos,2553
2025-06-06,NotBurger,1049,1536,proteina de arveja,0,0.398,35,316065,0,4,6,2025,Canada,1639,Estados Unidos,2553
2025-06-07,NotBurger,873,1536,proteina de arveja,0,0.483,36,315016,0,5,6,2025,Canada,1639,Estados Unidos,2553
2025-06-08,NotBurger,825,1536,proteina de arveja,0,0.39,35,314143,0,6,6,2025,Canada,1639,Estados Unidos,2553
2025-06-09,NotBurger,682,1536,proteina de arveja,0,0.427,36,313318,0,0,6,2025,Canada,1639,Estados Unidos,2553
2025-06-10,NotBurger,616,1536,proteina de arveja,0,0.415,35,312636,0,1,6,2025,Canada,1639,Estados Unidos,2553
2025-06-11,NotBurger,692,1536,proteina de arveja,0,0.349,35,312020,0,2,6,2025,Canada,1639,Estados Unidos,2553
2025-06-12,NotBurger,884,1536,proteina de arveja,0,0.445,35,311328,0,3,6,2025,Canada,1639,Estados Unidos,2553
2025-06-13,NotBurger,883,1536,proteina de arveja,0,0.419,39,310444,0,4,6,2025,Canada,1639,Estados Unidos,2553
2025-06-14,NotBurger,967,1536,proteina de arveja,0,0.286,34,309561,0,5,6,2025,Canada,1639,Estados Unidos,2553
2025-06-15,NotBurger,815,1536,proteina de arveja,0,0.394,39,308594,0,6,6,2025,Canada,1639,Estados Unidos,2553
2025-06-16,NotBurger,850,1536,proteina de arveja,1,0.335,35,307779,0,0,6,2025,Canada,1639,Estados Unidos,2553
2025-06-17,NotBurger,582,1536,proteina de arveja,0,0.423,35,306929,0,1,6,2025,Canada,1639,Estados Unidos,2553
2025-06-18,NotBurger,592,1536,proteina de arveja,0,0.29,32,306347,0,2,6,2025,Canada,1639,Estados Unidos,2553
2025-06-19,NotBurger,733,1536,proteina de arveja,0,0.339,31,305755,0,3,6,2025,Canada,1639,Estados Unidos,2553
